NSESymbol,Name,ISIN,ListingDate,ICICISymbol,Active,Series,LotSize,IsFuture,X
KIOCL,KIOCL LIMITED,INE880L01014,20161129,KIOLIM,TRUE,EQ,,,
KIRANOVER,KIRAN OVERSEAS EXPORTS LTD,,,,,,,,
KIRELECTRI,KIRLOSKAR ELECTRIC CO. LTD,,,,,,,,TRUE
KIRIDYES,KIRI DYES AND CHEMICALS LIMITED,,,,,,,,TRUE
KIRIINDUS,KIRI INDUSTRIES LIMITED,INE415I01015,20080422,KIRIDY,TRUE,EQ,,,
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES L,INE884B01025,20191113,KIRFER,TRUE,EQ,,,
KIRLOSBROS,KIRLOSKAR BROTHERS LIMITED,INE732A01036,20100420,KIRBRO,TRUE,EQ,,,
KIRLOSELEC,KIRLOSKAR ELECTRODYNE LTD,,,,,,,,
KIRLOSENG,KIRLOSKAR OIL ENGINES LIMITED,INE146L01010,20101224,KIRENG,TRUE,EQ,,,
KIRLOSFERR,KIRLOSKAR FERROUS INDUSTRIES LTD,,,,,,,,
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,INE250A01039,20100624,KIROIL,TRUE,EQ,,,
KIRLOSINV,KIRLOSKAR INV. & FIN. LTD,INE195B01018,,KIRIN,,,,,
KIRLOSKCUM,,,,,,,,,
KIRLOSOIL,KIRLOSKAR OIL ENGINES LIMITED,,,,,,,,TRUE
KIRLOSPNEU,KIRLOSKAR PNEUMATIC CO. L,INE328A01017,,KIRPNE,,,,,
KIROILENG,KIRLOSKAR OIL ENGINES LTD.,,,,,,,,
KITEX,KITEX GARMENTS LTD,INE602G01020,20120925,KITGAR,TRUE,EQ,,,
KITPLYIND,KITPLY INDUSTRIES LTD,INE147B01019,,KITIND,,,,,
KITSTEEL,,,,,,,,,
KJINTL,KJ INTERNATIONAL LTD,,,,,,,,TRUE
KJMCFIN,KJMC FINANCIAL SERVICES LTD.,,,,,,,,TRUE
KKCL,KEWAL KIRAN CLOTHING LIMITED,INE401H01017,20060413,KEWKIR,TRUE,EQ,,,
KLGSYSTEL,KLG SYSTEL LIMITED,INE799A01019,,KLGSYS,,,,,
KLRF,,,,,,,,,
KMF,,,,,,,,,TRUE
KMSUGAR,K M SUGAR MILLS LTD,INE157H01023,20070531,KMSUG,TRUE,EQ,,,
KNDENGTECH,,,,,,,,,
KNL,,,,,,,,,TRUE
KNRCON,KNR CONSTRUCTIONS LIMITED,INE634I01029,20080218,KNRCON,TRUE,EQ,,,
KOHINOOR,Kohinoor Foods Limited,INE080B01012,19991020,KOHFOO,TRUE,BE,,,
KOJAMFIN,KOJAM FININVEST LIMITED,INE336G01017,,KOJFIN,,,,,
KOKUYOCMLN,KOKUYO CAMLIN LIMITED,INE760A01029,20080728,KOKCAM,TRUE,EQ,,,
KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD,INE094I01018,20071213,KOLPAT,TRUE,EQ,,,
KOPDRUGS,KDL BIOTECH LIMITED,INE746A01010,,KOPDRU,,,,,
KOPRAN,KOPRAN LTD,INE082A01010,19990609,KOPRAN,TRUE,EQ,,,
KOTAKALPHA,,,,,TRUE,,,,
KOTAKBANK,KOTAK MAHINDRA BANK LTD,INE237A01028,19951220,KOTMAH,TRUE,EQ,400,TRUE,
KOTAKBKETF,KOTAK MF - KOTAK BANKING ETF,INF174K01F59,20141211,KOTBAN,TRUE,ETF,,,
KOTAKGOLD,KOTAK  GOLD ETF,INF174KA1HJ8,20070808,KOTGOL,TRUE,ETF,,,
KOTAKIT,KOTAK IT ETF,INF174KA1GC5,,KOTEIT,TRUE,ETF,,,
KOTAKLOVOL,,,,,TRUE,,,,
KOTAKMAH,KOTAK MAHINDRA FINANCE LTD.,,,,,,,,TRUE
KOTAKMID50,,,,,TRUE,,,,TRUE
KOTAKNIFTY,KOTAK MAHINDRA MF - NIFTY ETF,INF174K014P6,20100211,KOTNIF,TRUE,ETF,,,
KOTAKNV20,KOTAK MAHINDRA MF NV20 ETF DPO,INF174K01Z71,20151209,KOTN20,TRUE,ETF,,,
KOTAKPSUBK,KOTAK MF - PSU BANK ETF,INF373I01023,20071116,KOTPSB,TRUE,ETF,,,
KOTARISUG,KOTHARI SUGAR & CHEMICALS,INE419A01022,20041213,KOTSUG,TRUE,EQ,,,
KOTHARINDL,KOTHARI INDUSTRIAL CORPORATION LTD,,,,,,,,
KOTHARIPET,KOTHARI PETROCHEMICALS LIMITED,INE720A01015,19961102,KOTPET,TRUE,EQ,,,
KOTHARIPRO,KOTHARI PRODUCTS LTD,INE823A01017,19980603,KOTPRO,TRUE,EQ,,,
KOTHARISUG,KOTHARI SUGARS & CHEMICALS LIMITED,,,,,,,,
KOTHPIOBLU,KOTHARI PIONEER MUTUAL FUND - BLUE CHIP,,,,,,,,TRUE
KOUTONS,KOUTONS RETAIL INDIA LIMITED,INE406I01014,,KOURET,,,,,
KOVAI,KOVAI MEDICAL CENTER & HOSPITA,INE177F01017,20210805,KOVMED,TRUE,EQ,,,
KPIGLOBAL,,,,,,,,,
KPIGREEN,KPI Green Energy Limited,INE542W01017,20210727,KPIGLO,TRUE,EQ,,,
KPIT,,,,,,,,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,INE04I401011,20190422,KPITE,TRUE,EQ,,,
KPRMILL,KPR MILL LTD,INE930H01031,20070828,KPRMIL,TRUE,EQ,,,
KRAFTIND,NETVISTA INFORMATION TECHNOLOGY LTD,,,,,,,,
KRBL,KRBL LIMITED,INE001B01026,20020121,KRBL,TRUE,EQ,,,
KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIE,INE268B01013,19960103,KREBIO,TRUE,EQ,,,
KRIDHANINF,KRIDHAN INFRA LIMITED,INE524L01026,20151211,KRIINF,TRUE,EQ,,,
KRISHANA,KRISHANA PHOSCHEM LIMITED,INE506W01012,20190822,KRIPHO,TRUE,EQ,,,
KRISHNAENG,KRISHNA ENGG. WORKS LTD.,INE409C01011,,KRIENG,,,,,
KRISNAFILA,KRISHNA FILAMENT IND LTD,INE073A01019,,MAVIND,,,,,
KRITI,Kriti Industries (India) Limited,INE479D01038,20211101,KRIIND,TRUE,EQ,,,
KRITIIND,,,,,,,,,
KRITIKA,Kritika Wires Limited,INE00Z501011,20220504,KRIWIR,TRUE,EQ,,,
KRONECOMM,ADC INDIA COMMUNICATIONS LIMIT,INE833A01016,,ADCIND,,,,,
KRSNAA,KRSNAA DIAGNOSTICS LIMITED,INE08LI01020,20210816,KRSDIA,TRUE,EQ,,,
KSB,KSB LIMITED,INE999A01015,19950208,KSBPUM,TRUE,EQ,,,
KSBPUMPS,,,,,,,,,
KSCL,KAVERI SEED COMPANY LTD,INE455I01029,20071004,KAVSEE,TRUE,EQ,,,
KSE,KSE LTD,INE953E01014,,KSE,,,,,
KSERAPRO,K SERA SERA PRODUCTIONS LIMITED,,,,,,,,
KSERASERA,K SERA SERA LIMITED,INE216D01026,,KSSLIM,,BZ,,,
KSK,,,,,,,,,
KSL,KALYANI STEELS LTD,INE907A01026,20100519,KALSTE,TRUE,EQ,,,
KSOILS,KSOILS LTD,INE727D01022,,KSOIL,,,,,
KTIL,KESAR TERMINALS & INFRASTRUCTU,INE096L01025,,KESTER,,,,,
KTKBANK,KARNATAKA BANK LTD,INE614B01018,20000510,KARBAN,TRUE,EQ,,,
KTKNV20ETF,,,,,,,,,
KUANTUM,KUANTUM PAPERS LTD,INE529I01021,20191023,KAUPAP,TRUE,EQ,,,
KUSUMINGOT,KUSUM INGOTS AND ALLOYS LTD,,,,,,,,
KWALITY,KWALITY LIMITED,INE775B01025,20110705,KWALIM,,,,,
L&T,LARSEN & TOUBRO LIMITED,,,,,,,,
L&TFH,LT FINANCE HOLDINGS LIMITED,INE498L01015,20110812,LTFINA,TRUE,EQ,8924,TRUE,
L&TFH-RE,L AND T FIN HOLDING RIGHT ISSU,INE498L20015,,LTFRE1,,,,,
LABHCONST,LABH CONSTRUCTION LTD,,,,,,,,
LAGNAM,Lagnam Spintex Limited,INE548Z01017,20210930,LAGSPI,TRUE,EQ,,,
LAKHNNATNL,PANASONIC ENERGY INDIA CO LTD,INE795A01017,,PANENE,,,,,
LAKME,,,,,,,,,
LAKPRE,Lakshmi Precision Screws Limited,INE651C01018,20060926,LAKPRE,TRUE,BZ,,,
LAKSELECON,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,,,,,,,,
LAKSHAUTO,LAKSHMI AUTO COMPONENTS LTD.,INE871A01016,,LAKAUT,,,,,
LAKSHMIEFL,LAKSHMI ENERGY AND FOODS LIMITED,,,,,,,,
LAKSHMIFIN,THE LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,,,,,,,,TRUE
LAKSHMILL,LAKSHMI MILLS CO LTD,,,,,,,,TRUE
LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD,INE938C01019,,LAKMIL,,,,,
LAKSHVILAS,LAKSHMI VILAS BANK LTD,INE694C01018,,LAKVIL,,,,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,INE600L01024,20151223,DRLAL,TRUE,EQ,125,TRUE,
LAMBODHARA,LAMBODHARA TEXTILES LTD,INE112F01022,20150204,LAMTEX,TRUE,EQ,,,
LANABS,,,,,,,,,
LANCER,Lancer Container Lines Limited,INE359U01010,20220510,LANCON,TRUE,EQ,,,TRUE
LANCOIN,LANCO INDUSTRIES LIMITED,,,,,,,,TRUE
LANCOIND,LANCO INDUSTRIES LTD,,,,,,,,TRUE
LANESEDA,LAN ESEDA INDUSTRIES LTD,INE520B01017,,LANESE,,,,,
LAOPALA,LA OPALA RG LIMITED,INE059D01020,20070316,LAOPA,TRUE,EQ,,,
LASA,LASA SUPERGENERICS LIMITED,INE670X01014,20170921,LASSUP,TRUE,EQ,,,
LASERLAMP,LASER LAMPS (HARYANA) LTD.,,,,,,,,
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,20211123,LATVIE,TRUE,EQ,,,
LAURUSLABS,LAURUS LABS LIMITED,INE947Q01028,20161219,LAULAB,TRUE,EQ,900,TRUE,
LAXMICOT,LAXMI COTSPIN LIMITED,INE801V01019,20211112,LAXCOT,TRUE,EQ,,,
LAXMIMACH,LAKSHMI MACHINE WORKS LIMITED,INE269B01029,19950329,LAKMAC,TRUE,EQ,,,
LAXMIPREC,LAXMI PRECISION SCREWS LTD,,,,,,,,
LCCINFOTEC,LCC INFOTECH LIMITED,INE938A01021,20000302,LCCINF,TRUE,EQ,,,
LDTEXT,,,,,,,,,
LEADEDSYS,,,,,,,,,TRUE
LEEL,,,,,,,,,TRUE
LEENATEX,LEENA TEXTILES LTD,,,,,,,,TRUE
LEMONTREE,LEMON TREE HOTELS LIMITED,INE970X01018,20180409,LEMTRE,TRUE,EQ,,,
LFIC,THE LAKSHMI FINANCE & INDUSTRI,INE850E01012,20150415,THELAK,TRUE,EQ,,,
LGBBROSLTD,L G BALKRISHNAN & BROS LTD,INE337A01034,20100330,LGBALA,TRUE,EQ,,,
LGBFORGE,LGB FORGE LIMITED,INE201J01017,20080801,LBGFOR,TRUE,BE,,,
LGBROS,LG BALAKRISHNAN & BROS LIMITED,,,,,,,,
LIBAS,LIBAS CONSUMER PRODUCTS LTD,INE908V01012,20190723,LIBDES,TRUE,BE,,,
LIBERTSHOE,LIBERTY SHOES LTD,INE557B01019,19950927,LIBSHO,TRUE,EQ,,,
LICHSGFIN,LIC HOUSING FINANCE LIMITED,INE115A01026,19980729,LICHF,TRUE,EQ,2000,TRUE,
LICI,Life Insurance Corporation Of India,INE0J1Y01017,20220517,LIC,TRUE,EQ,,,
LICNETFGSC,LIC NOMURA MF G-SEC LT ETF- GO,INF767K01MV5,20150101,LICGSC,TRUE,ETF,,,
LICNETFN50,LIC NOMURA MF ETF FD NIFTY50,INF767K01OS7,20151130,LICNIF,TRUE,ETF,,,
LICNETFSEN,LIC NOMURA MF ETF SENSEX,INF767K01OT5,20151207,LICSEN,TRUE,ETF,,,
LICNFENGP,,,,,,,,,
LICNFNHGP,LIC NOMURA MF ETF FD NIFTY100,INF767K01PC8,20160328,LIC100,TRUE,ETF,,,
LICNMFET,,,,,,,,,
LIKHITHA,LIKHITHA INFRASTRUCTURE LTD,INE060901019,20201015,LIKINF,TRUE,EQ,,,
LINC,Linc Limited,INE802B01019,20150309,LINPEN,TRUE,EQ,,,
LINCOLN,LINCOLN PHARMACEUTICALS LTD,INE405C01035,20151217,LINPH,TRUE,EQ,,,
LINCPEN,,,,,,,,,
LINDEINDIA,LINDE INDIA LIMITED,INE473A01011,19990616,LININ,TRUE,EQ,,,
LIQUIDBEES,NIPPON INDIA ETF LIQUID BEES,INF732E01037,20030716,LIBEES,TRUE,ETF,,,
LIQUIDETF,DSP MF LIQUID ETF,INF740KA1EU7,20180320,DSPETF,TRUE,ETF,,,
LITL,LANCO INFRATECH LTD,INE785C01048,,LANINF,,,,,
LKPMERFIN,LKP MERCHANT FINANCING LTD,,,,,,,,
LLOYDELENG,,,,,,,,,TRUE
LLOYDFIN,LLOYDS FINANCE LTD,INE174A01015,,LLOFIN,,,,,
LLOYDMETAL,LLOYDS METALS AND ENGINEERS LTD,,,,,,,,
LLOYDSTEEL,,,,,,,,,TRUE
LML,LML LIMITED,INE862A01015,,LML,,,,,
LODHA,MACROTECH DEVELOPERS LIMITED,INE670K01029,20210419,MACDEV,TRUE,EQ,,,
LOGIXMICRO,,,,,,,,,
LOKESHMACH,LOKESH MACHINES LIMITED,INE397H01017,20060505,LOKMAC,TRUE,BE,,,
LOKHSG,LOK HOUSING AND CONSTRUCTION LTD.,,,,,,,,
LOTTEINDIA,LOTTE INDIA CORPORATION LTD,INE185A01011,,PARCON,,,,,
LOTUSEYE,LOTUS EYE HOSPITAL AND INS LTD,INE947I01017,20080711,LOTEYE,TRUE,EQ,,,
LOVABLE,LOVABLE LINGERIE LIMITED,INE597L01014,20110324,LOVLIN,TRUE,EQ,,,
LOWVOLIWIN,,,,,,,,,
LPDC,LANDMARK PROPERTY DEVELOPMENT,INE197J01017,20080812,LANPRO,TRUE,BE,,,
LSIL,LLOYDS STEELS INDUSTRIES LTD,INE093R01011,20160718,LLOST,TRUE,BE,,,
LT,LARSEN AND TOUBRO LIMITED,INE018A01030,20040623,LARTOU,TRUE,EQ,575,TRUE,
LTGILTBEES,,,,,TRUE,,,,
LTI,LARSEN & TOUBRO INFOTECH LTD,INE214T01019,20160721,LTINFO,TRUE,EQ,150,TRUE,
LTTS,L&T TECHNOLOGIES LIMITED,INE010V01017,20160923,LTTEC,TRUE,EQ,200,TRUE,
LUMAXAUTO,LUMAX AUTOMOTIVE SYSTEMS LTD,INE547G01019,,LUMAUT,,,,,
LUMAXIND,LUMAX INDUSTRIES LTD,INE162B01018,19950906,LUMIND,TRUE,EQ,,,
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD,INE872H01027,20070116,LUMAAU,TRUE,EQ,,,
LUNARDIAM,LUNAR DIAMONDS LTD.,,,,,,,,
LUPIN,LUPIN LIMITED,INE326A01037,20010910,LUPIN,TRUE,EQ,850,TRUE,
LUPINCHEM,LUPIN CHEMICALS LIMITED,,,,,,,,
LUPINLAB,LUPIN LABORATORIES LIMITED,,,,,,,,TRUE
LUXIND,LUX INDUSTRIES LIMITED,INE150G01020,20151130,LUXIND,TRUE,EQ,,,
LXCHEM,LAXMI ORGANIC INDUSTRIES LTD,INE576O01020,20210325,LAXORG,TRUE,EQ,,,
LYCOS,,,,,,,,,
LYKALABS,LYKA LABS LTD,INE933A01014,19950208,LYKLAB,TRUE,BE,,,
LYPSAGEMS,LYPSA GEMS & JEWELLERY LTD,INE142K01011,20131105,LYPGEM,TRUE,EQ,,,
M&M,MAHINDRA & MAHINDRA LIMITED,INE101A01026,19960103,MAHMAH,TRUE,EQ,700,TRUE,
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL,INE774D01024,20060317,MAHFIN,TRUE,EQ,4000,TRUE,
M&MFIN-RE,MAH AND MAH FIN SER RIGHTS ENT,INE774D20016,,MAHRE1,,,,,
M100,,,,,,,,,
M50,,,,,,,,,
MAANALU,MAAN ALUMINIUM LIMITED,INE215I01019,20071022,MANALU,TRUE,EQ,,,
MAARSOFTW,MAARS SOFTWARE INTERNATIONAL L,INE390A01017,,MAASOF,,,,,
MACIND,MAC INDUSTRIES LTD,,,,,,,,
MACMILLAN,MACMILLAN INDIA LIMITED,,,,,,,,TRUE
MACPOWER,MACPOWER CNC MACHINES LTD,INE155Z01011,20200819,MACCNC,TRUE,BE,,,
MADHAV,MADHAV MARBLES & GRANITES LTD,INE925C01016,20071220,MADMAR,TRUE,EQ,,,
MADHUCON,MADHUCON PROJECTS LIMITED,INE378D01032,20061005,MADPRO,TRUE,BE,,,
MADHURFOOD,MADHUR FOOD PRODUCTS LTD.,,,,,,,,
MADHUSYNTX,MADHUMILAN SYNTEX LTD,,,,,,,,TRUE
MADRASALMN,MADRAS ALUMINIUM CO LTD,,,,,,,,TRUE
MADRASCEM,MADRAS CEMENTS LIMITED,,,,,,,,TRUE
MADRASFERT,MADRAS FERTILIZERS LIMITED,INE414A01015,19970725,MADFER,TRUE,BE,,,
MADRASMFIN,MADRAS MOTOR FINANCE AND GUARANTEE,,,,,,,,
MADRASREFN,CHENNAI PETROLEUM CORPORATION LIMITED,,,,,,,,TRUE
MADSUDIND,MADHUSUDAN INDUSTRIES LTD,,,,,,,,TRUE
MADURACOAT,MADURA COATS LTD.,INE122A01014,,MADCOA,,,,,
MAESGETF,MIRAE ASSET ESG SEC LEADER ETF,INF769K01GS9,,MIRESG,TRUE,ETF,,,
MAFANG,MIRAE ASSET NYSE FANG ETF,INF769K01HF4,,MIRNYS,TRUE,ETF,,,
MAFATLAFIN,HYBRID FINANCIAL SERVICES,INE965B01022,,MAFFI,,,,,
MAFATLAIND,MAFATLAL INDUSTRIES LTD,INE270B01027,,MAFIND,,,,,
MAFATLASPG,MAFATLAL FINE SPINNING AND MANUFACTURIG LTD.,,,,,,,,
MAFSETF,MIRAE ASSET NIFTY FIN SERV ETF,INF769K01HI8,,MIRFIN,TRUE,,,,
MAGADSUGAR,MAGADH SUGAR & ENERGY LIMITED,INE347W01011,20170728,MAGSUG,TRUE,EQ,,,
MAGMA,,,,,,,,,
MAGNUM,MAGNUM VENTURES LIMITED,INE387I01016,20070920,MAGVEN,TRUE,BE,,,
MAHABANK,BANK OF MAHARASHTRA,INE457A01014,20040412,BANMAH,TRUE,EQ,,,
MAHAGRO,MAHADEV INDUSTRIES LTD,,,,,,,,
MAHAINTL,ELECTROLUX KELVINATOR LTD.,,,,,,,,TRUE
MAHALEAS,MAHADEV CORPORATION (INDIA) LTD,,,,,,,,TRUE
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION,INE843B01013,19980121,MAHAPE,TRUE,BE,,,
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD,INE451L01014,20160701,MAHSTE,TRUE,EQ,,,
MAHAVIRSPG,,,,,,,,,
MAHENDSUIT,MAHENDRA PETROCHEMICALS LTD,,,,,,,,TRUE
MAHEPC,MAHINDRA EPC IRRIGATION LTD,INE215D01010,20200214,EPCIND,TRUE,EQ,,,
MAHESHWARI,MAHESHWARI LOGISTICS LIMITED,INE263W01010,20190415,MAHLOG,TRUE,EQ,,,
MAHINDCIE,MAHINDRA CIE AUTOMOTIVE LTD,INE536H01010,20070830,MAHCIE,TRUE,EQ,,,
MAHINDFORG,MAHINDRA FORGINGS LIMITED,,,,,,,,
MAHINDUGIN,MAHINDRA UGINE STEEL CO LTD,INE850A01010,,MAHUGI,,,,,
MAHKTECH,Mirae Asset Hang Seng TECH ETF,INF769K01HS7,,MIRTEC,TRUE,ETF,,,
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS,INE813A01018,20000510,MAHLIF,TRUE,EQ,,,
MAHLOG,MAHINDRA LOGISTICS LIMITED,INE766P01016,20171110,MAHLO,TRUE,EQ,,,
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,INE288A01013,19950208,MAHSCO,TRUE,EQ,,,
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,INE271B01025,20040825,MAHSEA,TRUE,EQ,,,
MAIKALFIBR,MAIKAAL FIBRES LTD,,,,,,,,
MAITHANALL,MAITHAN ALLOYS LIMITED,INE683C01011,20110705,MAIALL,TRUE,EQ,,,
MAJESAUTO,MAJESTIC AUTO LTD,INE201B01022,,MAJAUT,,,,,
MAJESCO,,,,,,,,,
MAJESTIND,MAJESTIC INDUSTRIES LTD.,,,,,,,,
MAKE,MARICO KAYA ENTERPRISES LTD,INE432P01015,,MARKAY,,,,,
MALCO,MADRAS ALUMINIUM CO LTD,INE223B01026,,MADALU,,,,,
MALLCOM,Mallcom (India) Limited,INE389C01015,20220202,MALIND,TRUE,EQ,,,
MALUPAPER,MALU PAPER MILLS LIMITED,INE383H01017,20060405,MALPAP,TRUE,EQ,,,
MALWACOTT,MALWA COTTON SPG. MILLS LIMITED,,,,,,,,
MAM150ETF,,,,,TRUE,,,,TRUE
MAMFGETF,,,,,TRUE,,,,TRUE
MAN50ETF,MIRAE ASSET NIFTY 50 ETF,INF769K01EG9,20181126,MIRETF,TRUE,ETF,,,
MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LTD,INE859Q01017,20150330,MANAL,TRUE,EQ,,,
MANAKCOAT,MANAKSIA COATED METALS & IND,INE830Q01018,20150330,MANCOA,TRUE,EQ,,,
MANAKINDST,,,,,,,,,
MANAKSIA,MANAKSIA LIMITED,INE015D01022,20080108,MANLIM,TRUE,EQ,,,
MANAKSTEEL,MANAKSIA STEELS LIMITED,INE824Q01011,20150330,MANSTE,TRUE,EQ,,,
MANALIPET,MANALI PETROCHEMICALS LIMITED,,,,,,,,
MANALIPETC,MANALI PETROCHEMICALS LTD,INE201A01024,20061206,MANPET,TRUE,EQ,,,
MANALU,MAN ALUMINIUM LIMITED,,,,,,,,
MANALUMN,MAN INDUSTRIES (INDIA) LTD.,,,,,,,,TRUE
MANAPPURAM,MANAPPURAM FINANCE LIMITED,INE522D01027,20141201,MANAFI,TRUE,EQ,3000,TRUE,
MANDHANA,MANDHANA INDUSTRIES LIMITED,,,,,,,,
MANDUIND,MANDU INDUSTRIES LIMITED,,,,,,,,TRUE
MANGALAM,MANGALAM DRUGS AND ORGANICS LT,INE584F01014,20050523,MANDRU,TRUE,EQ,,,
MANGCHEFER,MANGALORE CHEMICALS AND FERT,INE558B01017,20071022,MANCHE,TRUE,EQ,,,
MANGLMCEM,MANGALAM CEMENT LTD,INE347A01017,19960103,MANCEM,TRUE,EQ,,,
MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD,INE805B01012,19950727,MANTIM,,EQ,,,
MANINDS,MAN INDUSTRIES INDIA LIMITED,INE993A01026,20050624,MANIN,TRUE,EQ,,,
MANINFRA,MAN INFRACONSTRUCTION LIMITED,INE949H01023,20100311,MANINF,TRUE,EQ,,,
MANJEERA,MANJEERA CONSTRUCTIONS LIMITED,,,,,,,,
MANJUSHREE,MANJUSHREE TECHNOPACK LIMITED,INE435H01015,,MANEXT,,,,,
MANORG,Mangalam Organics Limited,INE370D01013,20211102,MANORG,TRUE,EQ,,,
MANPASAND,,,,,,,,,
MANSUKHIND,MANSUKH INDUSTRIES LIMITED,,,,,,,,TRUE
MANTRIHSG,MANTRI HOUSING & CONSTRUCTIONS LTD.,,,,,,,,TRUE
MANUGRAIND,MANUGRAPH INDUSTRIES LTD.,,,,,,,,TRUE
MANUGRAPH,MANUGRAPH INDIA LIMITED,INE867A01022,20060914,MANIND,TRUE,EQ,,,
MANXT50,MIRAE ASSET NIFTY NEXT 50 ETF,INF769K01FN2,20200130,MIRN50,TRUE,ETF,,,
MANYAVAR,Vedant Fashions Limited,INE825V01034,20220216,VEDFAS,TRUE,EQ,,,
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,20211221,CEINFO,TRUE,EQ,,,
MARALOVER,MARAL OVERSEAS LTD,INE882A01013,19950208,MAROVE,TRUE,BE,,,
MARATHON,MARATHON NEXTGEN REALTY LTD,INE182D01020,20160929,MARNEX,TRUE,EQ,,,
MARDIACHEM,MARDIA CHEMICALS LTD,INE273B01013,,MARCHE,,,,,
MARDIASTL,MARDIA STEEL LTD,INE439D01016,,MARSTE,,,,,
MARG,MARG LIMITED,INE941E01019,,MARCON,,,,,
MARICO,MARICO LIMITED,INE196A01026,19960501,MARLIM,TRUE,EQ,1000,TRUE,
MARICOIND,,,,,,,,,
MARINE,MARINE ELECTRICALS INDIA LTD,INE01JE01028,20201202,MARELE,TRUE,EQ,,,
MARKSANS,MARKSANS PHARMA LIMITED,INE750C01026,20020121,MARPHA,TRUE,EQ,,,
MARNITPOLY,MPL CORPORATION LIMITED,,,,,,,,
MARSHALL,MARSHALL MACHINES LIMITED,INE00SZ01018,20211122,MARMAC,TRUE,EQ,,,
MARUTI,MARUTI SUZUKI INDIA LTD,INE585B01010,20030709,MARUTI,TRUE,EQ,100,TRUE,
MARUTIORGN,MARUTI ORGANICS LIMITED,,,,,,,,
MASCOT,IGATE GLOBAL SOLUTIONS LIMITED,,,,,,,,TRUE
MASFIN,MAS FINANCIAL SERVICES LIMITED,INE348L01012,20171018,MASFIN,TRUE,EQ,,,
MASKINVEST,MASK INVESTMENTS LIMITED,INE885F01015,20161014,MASINV,TRUE,BE,,,
MASPTOP50,MIRAE ASSET S AND P 500 50 ETF,INF769K01HP3,,MIRS50,TRUE,,,,
MASTEK,MASTEK LIMITED,INE759A01021,19950510,MASTEK,TRUE,EQ,,,
MASTERSHAR,UTI - MASTER SHARE,,,,,,,,
MASTGAIN92,UTI - MASTER GAIN '92,,,,,,,,TRUE
MASTGROW93,UTI - MASTER GROWTH 93,,,,,,,,TRUE
MASTPLUS91,UTI - MASTER PLUS '91,,,,,,,,TRUE
MATHPLATT,MPIL CORPORATION LIMITED,INE844C01027,,MPICOR,,,,,
MATRIMONY,MATRIMONY.COM LIMITED,INE866R01028,20170921,MATCOM,TRUE,EQ,,,
MATRIXLABS,MATRIX LABS,INE604D01023,,HERDRU,,,,,
MAWANA,xyz,INE255G01019,,MAWSUG,,,,,
MAWANASUG,MAWANA SUGARS LIMITED,INE636A01039,20090320,MAWSU,TRUE,EQ,,,
MAX,MAX INDIA LIMITED,,,,,,,,
MAXHEALTH,MAX HEALTHCARE INSTITUTE LTD,INE027H01010,20200821,MAXHEA,TRUE,EQ,,,
MAXIND,MAX INDIA LIMITED,INE0CG601016,20200828,MAXI,TRUE,EQ,,,
MAXINDIA,,,,,,,,,
MAXORCHARD,MAXWORTH ORCHARDS (I) LTD,,,,,,,,TRUE
MAXVIL,MAX VENTURES & INDUSTRIES LTD,INE154U01015,20160622,MAXVEN,TRUE,EQ,,,
MAXWELL,MAXWELL INDUSTRIES LIMITED,,,,,,,,
MAYTASINFR,MAYTAS INFRA LIMITED,,,,,,,,TRUE
MAYURUNIQ,MAYUR UNIQUOTERS LTD,INE040D01038,20120925,MAYUNI,TRUE,EQ,,,
MAZDA,MAZDA LIMITED,INE885E01034,20161101,MAZCON,TRUE,EQ,,,
MAZDALEASE,MAZDA INDUSTRIES & LEASING LTD,,,,,,,,
MAZDOCK,MAZAGON DOCK SHIPBUILDERS LTD,INE249Z01012,20201012,MAZDOC,TRUE,EQ,,,
MBAPL,MADHYA BHARAT AGRO PRODUCT LTD,INE900L01010,20190822,MADBHA,TRUE,BE,,,
MBECL,MCNALLY BHARAT ENGINEERING COM,INE748A01016,20061006,MCNBHA,TRUE,BE,,,
MBIND,,,,,,,,,
MBLINFRA,MBL INFRASTRUCTURES LIMITED,INE912H01013,20100111,MBLINF,TRUE,EQ,,,
MBSWITCH,M AND B SWITCHGEARS LIMITED,,,,,,,,
