NSESymbol,Name,ISIN,ListingDate,ICICISymbol,Active,Series,LotSize,IsFuture,X
MCDHOLDING,MCDOWELL HOLDINGS LIMITED,INE836H01014,20070530,MCHOLD,,EQ,,,
MCDOWELL,MCDOWELL & COMPANY LIMITED,,,,,,,,
MCDOWELL-N,UNITED SPIRITS LIMITED,INE854D01024,20010927,UNISPI,TRUE,EQ,625,TRUE,
MCL,MADHAV COPPER LIMITED,INE813V01022,20200819,MADCOP,TRUE,EQ,,,
MCLEODRUS,MCLEOD RUSSEL INDIA LIMITED,,,,,,,,
MCLEODRUSS,MCLEOD RUSSEL INDIA LIMITED,INE942G01012,20050729,MCLRUS,TRUE,EQ,,,
MCX,MULTI COMMODITY EXCHANGE,INE745G01035,20120309,MCX,TRUE,EQ,350,TRUE,
MEDIA,MEDIA VIDEO LIMITED,,,,,,,,
MEDIAVIDEO,MEDIA VIDEO LIMITED,,,,,,,,TRUE
MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,20211027,MEDBIO,TRUE,EQ,,,
MEDICAPS,MEDI CAPS LTD,,,,,,,,
MEDICO,Medico Remedies Limited,INE630Y01016,20220526,MEDREM,TRUE,EQ,,,TRUE
MEDICOTECH,,,,,,,,,TRUE
MEDPLUS,Medplus Health Services Limited,INE804L01022,20211223,MEDHEA,TRUE,EQ,,,
MEGA-RE,MEGASOFT LTD RIGHTS ENTITLEMEN,INE933B20012,,MEGRE1,,,,,
MEGASOFT,MEGASOFT LIMITED,INE933B01012,20070719,MEGLTD,TRUE,EQ,,,
MEGASTAR,Megastar Foods Limited,INE00EM01016,20220216,MEGFOO,TRUE,EQ,,,
MEGH,,,,,,,,,
MELSTAR,Melstar Information Technologies Limited,INE817A01019,20000307,MELINF,TRUE,BZ,,,
MENONBE,MENON BEARINGS LTD,INE071D01033,20150309,MENBEA,TRUE,EQ,,,
MEP,MEP INFRASTRUCTURE DEV LTD,INE776I01010,20150506,MEPINF,TRUE,EQ,,,
MERCATOR,MERCATOR LIMITED,INE934B01028,20050620,MERLIN,TRUE,BE,,,
MERCK,,,,,,,,,
MERIND,,,,,,,,,TRUE
MESCOPHARM,MESCO PHARMACEUTICALS LTD,,,,,,,,TRUE
METALFORGE,Metalyst Forgings Limited,INE425A01011,19950823,METFOR,TRUE,BE,,,
METALPIPE,METALMAN INDUSTRIES LTD,,,,,,,,
METAZINC,MTZ (INDIA) LTD,INE865A01018,,MTZIND,,,,,
METKORE,Metkore Alloys & Industries Limited,INE592I01029,20080630,METALL,,,,,
METROBRAND,Metro Brands Limited,INE317I01021,20211222,METBRA,TRUE,EQ,,,
METROCHEM,METROCHEM INDUSTRIES LTD,INE732B01018,,METIND,,,,,
METROPOLIS,METROPOLIS HEALTHCARE LIMITED,INE112L01020,20190415,METHEA,TRUE,EQ,200,TRUE,
MFL,MEGHMANI FINECHEM LIMITED,INE071N01016,20210818,MEGF,TRUE,BE,,,
MFSL,MAX FINANCIAL SERVICES LIMITED,INE180A01020,20000517,MAXFIN,TRUE,EQ,650,TRUE,
MGEL,MANGALAM GLOBAL ENTERPRISE LTD,INE0APB01016,20201223,MANGLO,TRUE,EQ,,,
MGL,MAHANAGAR GAS LIMITED,INE002S01010,20160701,MAHGAS,TRUE,EQ,600,TRUE,
MGOLD,MOTILAL OSWAL MF GOLD ETF,INF247L01072,,MOTGOL,,,,,
MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,20220127,MAHRUB,TRUE,EQ,,,
MHRIL,MAHINDRA HOLIDAYS & RESORTS IN,INE998I01010,20090716,MAHHOL,TRUE,EQ,,,
MIC,,,,,,,,,
MICEL,MIC Electronics Limited,INE287C01037,20211217,MICELE,TRUE,BE,,,
MICO,,,,,,,,,
MICRO,MICRO INKS LIMITED,INE056A01014,,HININK,,,,,
MICROPLANT,MICRO PLANTAE LTD,,,,,,,,
MICROSEC,MICROSEC FINANCIAL SERVICES LIMITED,,,,,,,,TRUE
MICROTECH,MICRO TECHNOLOGIES (INDIA) LTD,INE358B01012,,MICTEC,,,,,
MID-DAY,MID-DAY MULTIMEDIA LIMITED,,,,,,,,
MID150BEES,,,,,TRUE,,,,TRUE
MIDCAP50,NIFTY Midcap 50 Index,,,,,IND,,,TRUE
MIDCAPIWIN,,,,,,,,,TRUE
MIDEASTI,MIDEAST (INDIA) LTD,,,,,,,,TRUE
MIDEASTSTL,MIDEAST INTEGRATED STEEL LTD,,,,,,,,TRUE
MIDHANI,MISHRA DHATU NIGAM LIMITED,INE099Z01011,20180404,MISDHA,TRUE,EQ,,,
MIDINDIA,MID INDIA INDUSTRIES LTD,,,,,,,,
MIDWESTIRN,MIDWEST IRON AND STEEL CO. LTD,,,,,,,,TRUE
MIL,,,,,,,,,TRUE
MILTONPLAS,MPL PLASTICS LIMITED,INE343A01016,,MILPLA,,,,,
MINDA-RE,MINDA INDUSTRIES RIGHTS ENTITL,INE405E20015,,MINRE1,,,,,
MINDACORP,MINDA CORPORATION LTD,INE842C01021,20141016,MINCOR,TRUE,EQ,,,
MINDAIND,MINDA INDUSTRIES LIMITED,INE405E01023,20070202,MININD,TRUE,EQ,,,
MINDSPACE,MINDSPACE BUSINESS PARKS REIT,INE0CCU25019,,MINBUS,TRUE,RR,,,
MINDTECK,MINDTECK (INDIA) LTD,INE110B01017,20160802,MINLTD,TRUE,EQ,,,
MINDTREE,MINDTREE LIMITED,INE018I01017,20070307,MINLIM,TRUE,EQ,200,TRUE,
MIRCELECTR,MIRC ELECTRONICS LTD,INE831A01028,20040524,MIRELE,TRUE,BE,,,
MIRZAINT,MIRZA INTERNATIONAL LIMITED,INE771A01026,19990428,MIRINT,TRUE,EQ,,,
MIRZATAN,,,,,,,,,
MITCON,MITCON Consultancy & Engineering Services Limited,INE828O01033,20220317,MITCON,TRUE,EQ,,,
MITTAL,MITTAL LIFE STYLE LIMITED,INE997Y01019,20200429,MITLIF,TRUE,EQ,,,
MITTALLAMI,,,,,,,,,
MLL,MERCATOR LINES LIMITED,,,,,,,,TRUE
MMFL,MMFORGINGS LTD,INE227C01017,20061220,MMFORG,TRUE,EQ,,,
MMFORGINGS,,,,,,,,,
MMFSL,MONEY MATTERS FINANCIAL SERVICES LIMITED,,,,,,,,TRUE
MMP,MMP INDUSTRIES LTD,INE511Y01018,20200109,MMPIND,TRUE,EQ,,,
MMTC,MMTC LIMITED,INE123F01029,20120409,MINERA,TRUE,EQ,,,
MMWL,MEDIA MATRIX WORLDWIDE LTD,INE200D01020,,MEDMAT,,,,,
MODERNDENM,,,,,,,,,
MODERNMAL,MODERN MALLEABLES LTD.,,,,,,,,TRUE
MODERNWOOL,,,,,,,,,TRUE
MODIALKALI,MODI ALKALIES & CHEMICALS LTD,,,,,,,,TRUE
MODICEMENT,,,,,,,,,TRUE
MODILUFT,,,,,,,,,TRUE
MODINSULAT,MODERN INSULATORS LTD.,,,,,,,,TRUE
MODIOLIVET,,,,,,,,,TRUE
MODIPON,,,,,,,,,TRUE
MODIRUBBER,MODI RUBBER LTD,INE832A01018,19960207,MODRUB,TRUE,BE,,,
MODISNME,MODISON METALS LTD,INE737D01021,20210503,MODMET,TRUE,EQ,,,
MODITHREAD,MODI TELEFIBERS LTD.,,,,,,,,
MODIXEROX,,,,,,,,,TRUE
MODRNSYNTX,MODERN SYNTEX (INDIA) LTD.,,,,,,,,TRUE
MODTHREAD,MODERN THREAD LIMITED,,,,,,,,TRUE
MOGSEC,MOTILAL OSWAL 5 YEAR G SEC ETF,INF247L01AK4,,MOTGSC,TRUE,ETF,,,
MOHITIND,MOHIT INDUSTRIES LIMITED,INE954E01012,20130314,MOHIND,TRUE,EQ,,,
MOHOTAIND,MOHOTA INDUSTRIES LIMITED,INE313D01013,19960410,RRMAHO,,BE,,,
MOHOTAMILL,,,,,,,,,
MOIL,MOIL LIMITED,INE490G01020,20101215,MOILIM,TRUE,EQ,,,
MOKSH,Moksh Ornaments Limited,INE514Y01012,20210521,MOKORN,TRUE,EQ,,,
MOL,MEGHMANI ORGANICS LTD,INE0CT101020,20210818,MEGORG,TRUE,BE,,,
MOLDPLAST,MOLD-TEK PLASTICS LTD.,,,,,,,,
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,INE835B01035,20160707,MOLTEK,TRUE,EQ,,,
MOLDTEK-RE,MOLD TEK PACKAGING  RIGHTS ENT,INE893J20011,,MOLRE1,,,,,
MOLDTKPAC,MOLD-TEK PACKAGING LIMITED,INE893J01029,20150223,MOLPAC,TRUE,EQ,,,
MOLOWVOL,,,,,TRUE,,,,
MOM100,MOTILAL OSWAL M100 ETF,INF247L01023,,MOT100,TRUE,ETF,,,
MOM50,MOTILAL OSWAL  M50 ETF,INF247L01536,,MOTM50,TRUE,ETF,,,
MOMOMENTUM,,,,,TRUE,,,,
MON100,MOTILAL OSWAL MS NASDAQ 100ETF,INF247L01AP3,,MOTNAS,TRUE,ETF,,,
MONARCH,Monarch Networth Capital Limited,INE903D01011,20220106,NETSTO,TRUE,EQ,,,
MONICAELEC,MONICA ELECTRONICS LTD,,,,,,,,
MONNETISPA,MONNET ISPAT AND ENERGY LIMITED,,,,,,,,TRUE
MONQ50,,,,,TRUE,,,,TRUE
MONSANTO,MONSANTO INDIA LIMITED,INE274B01011,,MONSIN,,,,,
MONTARIND,MONTARI INDUSTRIES LTD,,,,,,,,
MONTECARLO,MONTE CARLO FASHIONS LIMITED,INE950M01013,20141219,MONCAR,TRUE,EQ,,,
MOOLEXPORT,MOOLCHAND EXPORTS LIMITED,,,,,,,,
MORAREALTY,,,,,,,,,TRUE
MORARJEE,MORARJEE TEXTILES LIMITED,INE161G01027,20120914,MORTEX,TRUE,EQ,,,
MORARJESPG,,,,,,,,,
MORARJETEX,MORARJEE TEXTILES LIMITED,,,,,,,,TRUE
MOREPENHTL,,,,,,,,,TRUE
MOREPENLAB,MOREPEN LABORATORIES LIMITED,INE083A01026,19991124,MORLAB,TRUE,EQ,,,
MORGANSTAN,MORGAN STANLEY,INF063A01019,,MORSTA,,,,,
MOSERBAER,MOSER-BAER (I) LIMITED,,,MOSBAE,,,,,
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,19960814,,,EQ,3500,TRUE,
MOTHERSUMI,MOTHERSON SUMI SYSTEMS LIMITED,INE775A01035,19960814,MOTSUM,,EQ,,,
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVIC,INE338I01027,20070911,MOTOSW,TRUE,EQ,,,
MOTOGENFIN,MOTOR & GENERAL FIN LTD,INE861B01023,19950208,MOTGEN,TRUE,EQ,,,
MOTOROL,,,,,,,,,
MPAGROFERT,MP AGRO FERTILISERS LTD.,,,,,,,,TRUE
MPGLYCEM,MADHYA PRADESH GLYCHEM INDUSTRIES LTD.,,,,,,,,TRUE
MPHASIS,MPHASIS LIMITED,INE356A01018,20040604,MPHLIM,TRUE,EQ,175,TRUE,
MPHASISBFL,,,,,,,,,
MPSLTD,MPS LIMITED,INE943D01017,20020121,MACIN,TRUE,EQ,,,
MRF,MRF LTD,INE883A01011,19960918,MRFTYR,TRUE,EQ,10,TRUE,
MRINALDYE,MRINAL DYEING & MANUFACTURING COMPANY LIMITED,,,,,,,,
MRO-TEK,MRO-TEK REALTY LIMITED,INE398B01018,20001101,MROTEK,TRUE,BE,,,
MRPL,MANGALORE REFINERY & PETROCHEM,INE103A01014,20050107,MRPL,TRUE,EQ,,,
MSKPROJ,MSK PROJECTS (INDIA) LIMITED,,,,,,,,
MSLIND,,,,,,,,,TRUE
MSPL,MSP STEEL & POWER LIMITED,INE752G01015,20050718,MSPSTE,TRUE,EQ,,,
MSSHOES,MS SHOES EAST LTD.,,,,,,,,
MSTCLTD,MSTC LIMITED,INE255X01014,20190329,MSTLIM,TRUE,EQ,,,
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,20220328,MOTSU,TRUE,BE,,,
MTAL,MATSUSHITA TELEVISION & AUDIO LTD,,,,,,,,
MTARTECH,MTAR TECHNOLOGIES LIMITED,INE864I01014,20210315,MTATEC,TRUE,EQ,,,
MTEDUCARE,MT EDUCARE LIMITED,INE472M01018,20120412,MTEDU,TRUE,EQ,,,
MTNL,MAHANAGAR TELEPHONE NIGAM LTD,INE153A01019,19990217,MTNL,TRUE,EQ,,,
MUDRA,MUDRA LIFESTYLE LIMITED,,,,,,,,
MUKAND,MUKAND LIMITED,,,,,,,,TRUE
MUKANDENGG,MUKAND ENGINEERS LTD,INE022B01014,20000628,MUKENG,,EQ,,,
MUKANDLTD,MUKAND LTD,INE304A01026,20040223,MUKAND,TRUE,EQ,,,
MUKATPIPE,MUKAT PIPES LTD,,,,,,,,
MUKERPAPER,MUKERIAN PAPER LTD,,,,,,,,TRUE
MUKTAARTS,MUKTA ARTS LIMITED,INE374B01019,20000912,MUKART,TRUE,EQ,,,
MULTIARC,MULTI-ARC INDIA LTD.,,,,,,,,
MUNDRAPORT,MUNDRA PORT AND SPECIAL ECONOMIC ZONE LIMITED,,,,,,,,TRUE
MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED,INE672B01032,20060719,MUNAUT,TRUE,EQ,,,
MUNJALAUTO,MUNJAL AUTO INDUSTRIES LIMITED,,,,,,,,
MUNJALSHOW,MUNJAL SHOWA LTD,INE577A01027,20030512,MUNSHO,TRUE,EQ,,,
MURABLACK,MURABLACK INDIA LTD,,,,,,,,
MURLIIND,MURLI INDUSTRIES LIMITED,INE806B01028,,MURAGR,,,,,
MURUDCERA,MURUDESHWAR CERAMICS LTD,INE692B01014,20040528,MURCER,TRUE,EQ,,,
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD,INE296G01013,20150824,MUTCAP,TRUE,EQ,,,
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,INE414G01012,20110506,MUTFIN,TRUE,EQ,375,TRUE,
MVL,,,,,,,,,
MVLIND,,,,,,,,,TRUE
MYSOREBANK,STATE BANK OF MYSORE,INE651A01020,,STABM,,,,,
MYSORECEM,,,,,,,,,
MYSORPETRO,MYSORE PETRO CHEMICALS LTD,INE741A01011,,MYSPET,,,,,
N100,Motilal Oswal Mutual Fund-Motilal Oswal MOSt Shares NASDAQ 100 ETF -GO,INF247L01031,20110331,,,ETF,,,
NACLIND,NACL INDUSTRIES LIMITED,INE295D01020,20170407,NAGAG,TRUE,EQ,,,
NAGAAGRI,,,,,,,,,
NAGAFERT,NAGARJUNA FERT AND CHEM LTD,INE454M01024,20160615,NAGFER,TRUE,BE,,,
NAGARCONST,NAGARJUNA CONSTRUCTION COMPANY LIMITED,,,,,,,,
NAGARFERT,NAGARJUNA FERTILIZER & CHEMICALS LIMITED,,,,,,,,TRUE
NAGARJUFIN,NAGARJUNA FINANCE LTD,,,,,,,,TRUE
NAGAROIL,NAGARJUNA OIL REFINERY LIMITED,,,,,,,,TRUE
NAGPURALOY,NAGPUR ALLOY CASTINGS LIMITED,,,,,,,,TRUE
NAGPURENG,,,,,,,,,TRUE
NAGREEKA,NAGREEKA EXPORTS LIMITED,,,,,,,,TRUE
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCT,INE245I01016,20070918,NAGCAP,TRUE,EQ,,,
NAGREEKEXP,NAGREEKA EXPORTS LTD,INE123B01028,20070618,NAGEXP,TRUE,EQ,,,
NAGREKAEXP,NAGREEKA EXPORTS LTD,,,,,,,,
NAHARCAP,NAHAR CAPITAL & FIN SERV LTD,INE049I01012,20080311,NAHCAP,TRUE,EQ,,,
NAHARENTP,NAHAR INDUSTRIAL ENTERPRISES LTD,,,,,,,,
NAHAREXP,NAHAR EXPORTS LIMITED,,,,,,,,TRUE
NAHAREXPOT,,,,,,,,,TRUE
NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES,INE289A01011,20051215,NAHIND,TRUE,EQ,,,
NAHARINTL,NAHAR INTERNATIONAL LTD,INE360A01010,,NAHINT,,,,,
NAHARINVST,NAHAR INVESTMENTS AND HOLDING LIMITED,,,,,,,,
NAHARPOLY,NAHAR POLYFILMS LTD,INE308A01027,20070323,NAHPOL,TRUE,EQ,,,
NAHARSPG,NAHAR SPINNING MILLS LIMITED,,,,,,,,
NAHARSPING,NAHAR SPINNING MILLS LTD,INE290A01027,20070323,NAHSPI,TRUE,EQ,,,
NAHARSUGAR,NAHAR SUGARS & ALLIED IND,INE361A01018,,NAHSUG,,,,,
NAKODA,,,,,,,,,
NAKODATEX,NAKODA TEXTILE INDS LTD.,,,,,,,,TRUE
NALCO,NATIONAL ALUMINIUM CO. LTD.,,,,,,,,TRUE
NALCOCHEM,ONDEO NALCO,INE582A01019,,NALCHE,,,,,
NAM-INDIA,NIPPON LIFE IND ASSET MANAGEME,INE298J01013,20171106,RELNIP,TRUE,EQ,1600,TRUE,
NAMASTEXP,NAMASTE EXPORTS LIMITED,,,,,,,,
NAMTECHELE,NAMTECH ELETRONIC DEVICES,INE607C01010,,NAMELE,,,,,
NANDAN,NANDAN EXIM LIMITED,,,,,,,,
NANDANEXIM,NANDAN EXIM LIMITED,,,,,,,,TRUE
NARMADASUG,GIRDHARILAL SUGAR AND ALLIED INDUSTRIES LIMITED,,,,,,,,TRUE
NARMADCEM,NARMADA CEMENT COMPANY LTD,,,,,,,,TRUE
NARMDCHEMA,NARMADA CHEMATUR PETROCHE,INE693B01012,,NARCHE,,,,,
NATCOLABS,NATCO LABORATORIES LTD.,,,,,,,,
NATCOPHARM,NATCO PHARMA LIMITED,INE987B01026,19951227,NATPHA,TRUE,EQ,,,
NATHBIOGEN,NATH BIO GENES INDIA LIMITED,INE448G01010,20140128,NATHBI,TRUE,EQ,,,
NATHPULP,NATH PULP AND PAPER MILLS LTD,,,,,,,,
NATHSEED,NATH SEEDS LIMITED,,,,,,,,TRUE
NATHSEEDS,NATH SEEDS LIMITED,,,,,,,,TRUE
NATIONALUM,NATIONAL ALUMINIUM CO LTD,INE139A01034,19990428,NATALU,TRUE,EQ,4250,TRUE,
NATNLSTEEL,NATIONAL STEEL AGRO INDUSTRI,INE088B01015,20020926,NATSTE,TRUE,EQ,,,
NATPEROXID,NATIONAL PEROXIDE LTD.,,,,,,,,
NAUKRI,INFO EDGE (INDIA) LIMITED,INE663F01024,20061121,INFEDG,TRUE,EQ,125,TRUE,
NAVBARFERO,,,,,,,,,
NAVBHARENT,NAVBHARAT ENTERPRISE LTD,,,,,,,,TRUE
NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL L,INE048G01026,20070601,NAVFLU,TRUE,EQ,225,TRUE,
NAVKARCORP,NAVKAR CORPORATION LIMITED,INE278M01019,20150909,NAVCOR,TRUE,EQ,,,
NAVNETEDUL,NAVNEET EDUCATION LIMITED,INE060A01024,19950208,NAVEDU,TRUE,EQ,,,
NAVNETPUBL,NAVNEET PUBLICATIONS INDIA LIMITED,,,,,,,,
NAZARA,NAZARA TECHNOLOGIES LIMITED,INE418L01021,20210330,NAZTEC,TRUE,EQ,,,
NBCC,NBCC (INDIA) LIMITED,INE095N01031,20120412,NBCC,TRUE,EQ,12000,TRUE,
NBIFIN,N. B. I. INDUSTRIAL FIN CO LTD,INE365I01020,20161123,NBIIND,TRUE,EQ,,,
NBVENTURES,NAVA BHARAT VENTURES LTD,INE725A01022,19960403,NAVBHA,TRUE,EQ,,,
NCC,NCC LIMITED,INE868B01028,20031014,NAGCON,TRUE,EQ,,,
NCLIND,NCL INDUSTRIES LIMITED,INE732C01016,20070403,NCLIND,TRUE,EQ,,,
NCOPPER,NISSAN COPPER LIMITED,INE846H01039,,NISCOP,,,,,
NCPSESDL24,NIPPON IND ETF NIFTY CPSE 2024,INF204KB18W4,,NIFCP,,ETF,,,
NDGL,NAGA DHUNSERI GROUP LIMITED,INE756C01015,20160829,NAGDHU,TRUE,EQ,,,
NDL,NANDAN DENIM LIMITED,INE875G01030,20120323,NANDEN,TRUE,EQ,,,
NDRAUTO,NDR AUTO COMPONENTS LTD,INE07OG01012,20200730,NDRAUT,TRUE,EQ,,,
NDTV,NEW DELHI TELEVISION LIMITED,INE155G01029,20040519,NDTV,TRUE,EQ,,,
NECCLTD,NORTH EASTERN CARRYING CORP LT,INE553C01016,20160302,NOREAS,TRUE,EQ,,,
NECLIFE,NECTAR LIFESCIENCES LIMITED,INE023H01027,20050718,NECLIF,TRUE,EQ,,,
NEDUNGBANK,NEDUNGADI BANK LTD,INE586A01010,,NEDBAN,,,,,
NEHAINT,NEHA INTERNATIONAL LIMITED,,,,,,,,
NELCAST,NELCAST LIMITED,INE189I01024,20070627,NELLIM,TRUE,EQ,,,
NELCO,NELCO LIMITED,INE045B01015,20030528,NELCO,TRUE,EQ,,,
NEOCORP,NEO CORP INTERNATIONAL LTD,INE851C01014,,NEOSAC,,,,,
NEOCURE,NEOCURE THERAPEUTICS LIMITED,,,,,,,,
NEOCURTHER,NEOCURE THERAPEUTICS LIMITED,,,,,,,,TRUE
NEOGEN,NEOGEN CHEMICALS LIMITED,INE136S01016,20190508,NEOCHE,TRUE,EQ,,,
NEOSACK,NEO SACK LTD.,,,,,,,,
NEPCAGRO,NEPC AGRO FOODS LTD,INE587A01018,,NEPAGR,,,,,
NEPCMICON,NEPC INDIA LIMITED,,,,,,,,
NEPCPAPER,NEPC PAPER & BOARD LTD.,,,,,,,,TRUE
NEPCTEX,NEPC TEXTILES LTD,INE574B01022,,NEPTEX,,,,,
NESCO,NESCO LIMITED,INE317F01035,20080408,NESCO,TRUE,EQ,,,
NESTLE,NESTLE INDIA LTD.,,,,,,,,
NESTLEIND,NESTLE INDIA LIMITED,INE239A01016,20100108,NESIND,TRUE,EQ,25,TRUE,
NET4,NET 4 INDIA LIMITED,,,,,,,,
NET4INDIA,NET 4 INDIA LIMITED,,,,,,,,TRUE
NETF,TATA NIFTY ETF,INF277K015R5,20190104,TATNIF,TRUE,ETF,,,
NETFAUTO,,,,,,,,,
NETFCONSUM,NIPPON INDIA ETF CONSUMPTION,INF204KA1LD7,20140411,RELCON,,ETF,,,
NETFDIVOPP,NIPPON INDIA ETF DIV OPPORTUN,INF204KA1MS3,20140423,RELDIV,,ETF,,,
NETFGILT5Y,NIPPON INDIA ETF 5 YEAR GILT,INF204KC1030,,NIPGIL,,ETF,,,
NETFINCO,NETFLIER FINCO LIMITED,INE068I01012,,NETFLI,,,,,
NETFIT,NIPPON INDIA ETF NIFTY IT,INF204KB15V2,20200701,NIPNIT,,ETF,,,
NETFLTGILT,NIPPON INDIA ETF LONG TERM GIL,INF204KB1882,20160711,RELGIL,,ETF,,,
NETFMID150,NIPPON IND ETF NIF MIDCAP 150,INF204KB1V68,20190204,REL150,,ETF,,,
NETFNIF100,NIPPON INDIA ETF NIFTY 100,INF204K014N5,20130328,REL100,,ETF,,,
NETFNV20,NIPPON INDIA ETF NV20,INF204KB18I3,20150623,RENV20,,ETF,,,
NETFPHARMA,NIPPON INDIA NIFTY PHARMA ETF,INF204KC1089,,NIPPHA,,,,,
NETFSDL26,NIPPON IND ETF NIFTY SDL  2026,INF204KC1022,,NIPSDL,,ETF,,,
NETFSILVER,,,,,,,,,
NETVISTAIT,NETVISTA INFORMATION TECH LTD,INE738A01017,,NETINF,,,,,
NETWORK,,,,,,,,,
NETWORK18,NETWORK 18 MEDIA & INVESTMENTS,INE870H01013,20070202,NETW18,TRUE,EQ,,,
NEULANDLAB,NEULAND LABORATORIES LIMITED,INE794A01010,20081013,NEULAB,TRUE,EQ,,,
NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES,INE619B01017,20180129,NEWSOF,TRUE,EQ,,,
NEXTMEDIA,NEXT MEDIAWORKS LTD,INE747B01016,20010404,NEXMED,TRUE,EQ,,,
NEYVELILIG,NEYVELI LIGNITE CORPORATION LIMITED,,,,,,,,
NFL,NATIONAL FERTILIZERS LIMITED,INE870D01012,20061228,NATFER,TRUE,EQ,,,
NGCT,NORTHGATE COM TECH LIMITED,INE970N01019,,NORCOM,,,,,
NGIL,NAKODA GROUP OF INDUSTRIES LTD,INE236Y01012,20210820,NAKGRO,TRUE,EQ,,,
NGIL-RE,,,,,,,,,
NH,NARAYANA HRUDAYALAYA LIMITED,INE410P01011,20160106,NARHRU,TRUE,EQ,,,
NHIT,,,,,,,,,
NHPC,NHPC LIMITED,INE848E01016,20090901,NHPC,TRUE,EQ,,,
NIACL,THE NEW INDIA ASSURANCE CO LTD,INE470Y01017,20171113,NEWIN,TRUE,EQ,,,
NIBL,NRB INDUSTRIAL BEARINGS LTD,INE047O01014,20130409,NRBIND,TRUE,EQ,,,
NICCO,NICCO CORPORATION LTD,INE241C01026,,NICCOR,,,,,
NICCOCORP,NICCO CORPORATION LIMITED,,,,,,,,
NICOLASPIR,,,,,,,,,TRUE
NIF100BEES,,,,,TRUE,,,,TRUE
NIF100IWIN,,,,,,,,,TRUE
NIFETF,,,,,,,,,TRUE
NIFTY-GS-10YR,NIFTY GS 10YR,,,,,IND,,,TRUE
NIFTY-GS-10YR-CLN,NIFTY GS 10YR CLN,,,,,IND,,,TRUE
NIFTY-GS-11-15YR,NIFTY GS 11 15YR,,,,,IND,,,TRUE
NIFTY-GS-15YRPLUS,Nifty GS 15YrPlus,,,,,IND,,,TRUE
NIFTY-GS-4-8YR,NIFTY GS 4 8YR,,,,,IND,,,TRUE
NIFTY-GS-8-13YR,NIFTY GS 8 13YR,,,,,IND,,,TRUE
NIFTY-GS-COMPSITE,NIFTY Composite G-Sec index,,,,,IND,,,TRUE
NIFTY100,Nifty 100 Index,,,,TRUE,IND,,,TRUE
NIFTY100ALPHA30,Nifty100 Alpha 30,,,,TRUE,IND,,,TRUE
NIFTY100ENHANCEDESG,NIFTY100 Enhanced ESG Index,,,,TRUE,IND,,,TRUE
NIFTY100ENHESG,Nifty100 Enhanced ESG,,,,,IND,,,TRUE
NIFTY100EQUALWEIGHT,NIFTY100 Equal Weight,,,,TRUE,IND,,,TRUE
NIFTY100ESG,Nifty100 ESG,,,,TRUE,IND,,,TRUE
NIFTY100ESGSECTORLEADERS,NIFTY100ESGSECTORLEADERS,,,,TRUE,IND,,,TRUE
NIFTY100LIQUID15,NIFTY100LIQUID15,,,,TRUE,IND,,,TRUE
NIFTY100LOWVOL30,NIFTY100LOWVOL30,,,,,IND,,,TRUE
NIFTY100LOWVOLATILITY30,,,,,TRUE,IND,,,TRUE
NIFTY100QUALITY30,NIFTY100QUALITY30,,,,TRUE,IND,,,TRUE
NIFTY10YRBENCHMARKG-SEC,NIFTY10YRBENCHMARKG-SEC,,,,TRUE,IND,,,TRUE
NIFTY10YRBENCHMARKG-SEC(CLEANPRICE),NIFTY10YRBENCHMARKG-SEC(CLEANPRICE),,,,TRUE,IND,,,TRUE
NIFTY11-15YRG-SECINDEX,NIFTY11-15YRG-SECINDEX,,,,TRUE,IND,,,TRUE
NIFTY15YRANDABOVEG-SECINDEX,NIFTY15YRANDABOVEG-SECINDEX,,,,TRUE,IND,,,TRUE
NIFTY1DRATEINDEX,NIFTY1DRATEINDEX,,,,TRUE,IND,,,TRUE
NIFTY200,NIFTY200,,,,TRUE,IND,,,TRUE
NIFTY200MOMENTUM30,NIFTY200MOMENTUM30,,,,TRUE,IND,,,TRUE
NIFTY200QUALITY30,NIFTY200QUALITY30,,,,TRUE,IND,,,TRUE
NIFTY4-8YRG-SECINDEX,NIFTY4-8YRG-SECINDEX,,,,TRUE,IND,,,TRUE
NIFTY500,NIFTY500,,,,TRUE,IND,,,TRUE
NIFTY500SHARIAH,NIFTY500SHARIAH,,,,TRUE,IND,,,TRUE
NIFTY500VALUE50,NIFTY500VALUE50,,,,TRUE,IND,,,TRUE
NIFTY50ARBITRAGE,NIFTY50ARBITRAGE,,,,TRUE,IND,,,TRUE
NIFTY50DIVIDENDPOINTS,,,,,TRUE,IND,,,TRUE
NIFTY50DIVPOINT,NIFTY50DIVPOINT,,,,,IND,,,TRUE
